,visit,physicalFilter,telra,teldec,telha,telrot,mjd,exptime,pmb_visit,psfSigma,psfFwhm,deltaAper,skyBackground,deepFlag,used,sources_read,pmb_atm,pwv,tau,alpha,o3,secZenith,cTrans,lamStd,run
0,2025041700758,b'i_39',225.869202383844,-39.5273874316245,33.22815194152557,-54.8628851742676,60783.3433972787,30.001064,741.35,2.706455,1.2752026,0.014424908,5958.9126,0,1,False,741.3499755859375,12.000000283720757,0.041344622194862415,1.0754923190339092,297.9825559177694,1.1390668633300944,0.0,7541.782110185567,run1
1,2025041700759,b'i_39',226.268702251168,-40.0088227708377,33.010349994574554,-59.0775497733491,60783.343900617096,30.001005,741.35,2.9921265,1.40924,0.022625655,6019.8237,0,1,False,741.3499755859375,12.000000283720757,0.04135788418628712,1.0754923190339092,297.9825559177694,1.1381050572642948,0.0,7541.782110185567,run1
2,2025041700760,b'i_39',226.444946063399,-39.95939012136,33.01402711272753,-62.1425481216352,60783.344399032896,30.000061,741.35,2.7145188,1.2783619,0.010685251,6073.036,0,1,False,741.3499755859375,12.000000283720757,0.04137102066873274,1.0754923190339092,297.9825559177694,1.138045938732278,0.0,7541.782110185567,run1
3,2025042100128,b'i_39',185.533622201893,6.08719243788124,-6.855453967904483,159.42870694474,60787.10969921853,30.000912,743.6,2.8315182,1.3324691,0.027201813,1745.7495,0,1,False,743.5999755859375,3.7512166874454453,0.030004468409285202,1.0432407688634446,296.3404995290181,1.250665618878163,0.0,7541.782110185567,run1
4,2025042100129,b'i_39',187.274041230559,8.14572291451631,-8.4111510739705,156.829651733824,60787.110210934,30.001572,743.6,2.8806763,1.3548928,0.0253952,1794.6064,0,1,False,743.5999755859375,4.211974295435602,0.023433653114346788,1.2074526215228507,296.5722041463321,1.2907864589204971,0.0,7541.782110185567,run2
5,2025042100129,b'i_39',187.274041230559,8.14572291451631,-8.4111510739705,156.829651733824,60787.110210934,30.001572,743.6,2.8889143,1.3591714,0.025220057,1794.7025,0,1,False,743.5999755859375,3.7577171143682753,0.030003836586299053,1.0432407688634446,296.3404995290181,1.2907864589204971,0.0,7541.782110185567,run1
6,2025042100130,b'i_39',186.447684130982,7.17145119643242,-7.402152348861464,151.449690710704,60787.110716886644,30.000978,743.6,2.550241,1.1988091,0.02298756,1749.3627,0,1,False,743.5999755859375,3.7641554097528735,0.030003211891845852,1.0432407688634446,296.3404995290181,1.2702922369436243,0.0,7541.782110185567,run1
7,2025042100131,b'i_39',185.624860308632,6.19570468313707,-6.395905329237535,146.032957388598,60787.111225004395,30.001068,743.6,2.5674644,1.2079636,0.02520711,1718.6707,0,1,False,743.5999755859375,3.770632358332971,0.030002584537248043,1.0432407688634446,296.3404995290181,1.25117740148117,0.0,7541.782110185567,run1
8,2025042100132,b'i_39',187.365903664795,8.25389446622007,-7.951991268321515,143.425000588991,60787.11173737224,30.000986,743.6,2.606285,1.2252556,0.026423473,1757.654,0,1,False,743.5999755859375,4.225426285145338,0.023423908098288662,1.2074526215228507,296.5722041463321,1.2911129756588733,0.0,7541.782110185567,run2
9,2025042100132,b'i_39',187.365903664795,8.25389446622007,-7.951991268321515,143.425000588991,60787.11173737224,30.000986,743.6,2.606294,1.2258093,0.026449272,1757.1005,0,1,False,743.5999755859375,3.777174767680932,0.0300019519485,1.0432407688634446,296.3404995290181,1.2911129756588733,0.0,7541.782110185567,run1
10,2025042100133,b'i_39',185.681592845355,5.90926055755596,-6.083189494316509,137.178083138222,60787.112248447884,30.001106,743.6,2.5695825,1.2062386,0.025880389,1723.033,0,1,False,743.5999755859375,3.7837119858083588,0.03000132096843287,1.0432407688634446,296.3404995290181,1.2457755302937443,0.0,7541.782110185567,run1
